# orbital-overhaul telemetry v3
# build=1.0.0.38
# overrides=ON
# telemetryInterval=15
# rows=136
# source=this run
# levers=telemetryCapture=1
t,level,score,hp,speed,rapidLeft,tripleLeft,magnetLeft,engineLeft,guardLeft,scoopLevel,rapidPicked,triplePicked,healthPicked,magnetPicked,enginePicked,scoopPicked,guardPicked,dmgDebris3,dmgDebris2,dmgDebris1,dmgHunter3,dmgHunter2,dmgHunter1,dmgUfoBodyLarge,dmgUfoBodySmall,dmgUfoShotLarge,dmgUfoShotSmall,chainLen,cargoMax,delivered,deliveryScore,cargoDamageEvents,cargoSevers,debrisKills,hunterKills,saucerKills,hunterCoalesced,deflects,hitsTaken,scoreRepairBonus,scoreScoopBonus,debugRun,resumedRun
1065.0038999977332,7,271285,180,46.59919492892616,0,0,31,0,0,5,27,36,9,11,11,16,7,50,35,60,120,90,300,0,0,0,0,10,14,530,86725,3,33,280,594,33,51,0,19,17500,4000,false,false
1080.00339999779,7,271885,180,225.75392070655585,0,0,20,0,3,5,27,36,9,11,11,16,8,50,35,60,120,90,300,0,0,0,0,14,14,530,86725,4,34,281,596,33,51,0,19,17500,4000,false,false
1095.0029999978447,7,277760,180,226.70652579684338,0,11,10,0,1,5,27,37,9,11,11,16,8,50,35,60,120,90,300,0,0,0,0,10,14,544,89700,4,34,281,609,33,52,0,19,17500,4000,false,false
1110.002499997897,7,286585,205,146.88722826089491,24,25,40,0,1,5,28,38,9,12,11,17,8,50,35,60,120,90,300,0,0,0,0,2,14,570,94925,0,34,281,622,34,53,0,19,17500,4500,false,false
1125.001999997949,7,292560,250,179.8771046044711,0,0,20,4.31549999999998,0,5,28,38,10,12,12,17,8,50,35,60,120,90,300,0,0,0,0,14,14,572,95650,2,36,281,645,35,54,0,19,17500,4500,false,false
1140.0015999980042,7,296285,250,304.594596142432,0,22,3,0,3,5,28,39,10,12,12,17,9,50,35,60,120,90,300,0,0,0,0,14,14,586,98625,3,37,281,648,35,54,0,19,17500,4500,false,false
1155.0010999980577,7,303310,250,174.45029176378898,40,9,0,0,3,5,29,39,10,12,12,17,9,50,35,60,120,90,300,0,0,0,0,14,14,596,100250,3,37,281,661,35,54,0,19,20000,4500,false,false
1170.0006999981122,7,306985,250,146.38634246495252,36,5,0,0,3,5,29,39,11,12,12,18,9,50,35,60,120,90,300,0,0,0,0,14,14,610,103225,3,37,281,661,36,54,0,19,20000,5000,false,false
1185.0001999981644,7,315860,250,152.75898152653883,65,24,0,0,3,5,30,40,11,12,12,19,9,50,35,60,120,90,300,0,0,0,0,11,14,624,106200,3,37,281,674,36,54,0,19,22500,5500,false,false
1200.0057999982198,8,318905,250,187.44920630150497,56,15,0,0,3,5,30,40,11,12,12,20,9,50,35,60,120,90,300,0,0,0,0,16,16,635,108125,0,37,289,674,36,55,0,19,22500,6000,false,false
1215.0053999982745,8,325205,250,191.99411910535483,56,15,0,17.078499999999988,3,5,30,40,11,12,14,20,9,50,35,60,120,90,300,0,0,0,0,3,16,651,111925,0,37,289,674,36,55,0,19,25000,6000,false,false
1230.004799998327,8,328255,250,18.06608093458324,47,6,34,13.769400000000216,3,5,30,40,11,13,14,20,9,50,35,60,120,90,300,0,0,0,0,16,16,651,111925,0,37,291,687,36,55,0,19,25000,6000,false,false
1245.0042999983827,8,328925,250,136.20527842583925,31,0,34,8.466900000000695,1,5,30,40,11,13,14,20,9,50,35,60,120,90,300,0,0,0,0,16,16,651,111925,0,37,300,687,36,57,0,19,25000,6000,false,false
1260.0039999984401,8,335475,250,156.05385019333156,64,30,21,2.679100000000329,1,5,31,41,11,13,14,20,9,50,35,60,120,90,300,0,0,0,0,13,16,667,115725,0,37,303,687,36,58,0,19,27500,6000,false,false
1275.0034999984966,8,343445,250,198.70709009303835,52,48,0,0,0,5,31,42,12,13,14,20,9,50,35,60,120,90,300,0,0,0,0,7,16,683,119525,2,39,310,688,37,59,0,19,30000,6000,false,false
1290.0029999985552,8,349760,250,85.4403820658923,119,35,0,0,0,5,33,42,12,13,14,21,9,50,35,60,120,90,300,0,0,0,0,0,16,706,124200,3,40,325,688,37,59,0,19,30000,6500,false,false
1305.0025999986094,8,353400,250,214.01493220981422,99,15,0,0,0,5,33,42,12,13,14,21,9,50,35,60,120,90,300,0,0,0,0,16,16,706,124200,3,40,340,688,37,59,0,19,32500,6500,false,false
1320.0020999986673,8,365820,250,46.781617283683076,114,20,0,0,0,5,34,43,12,13,14,21,9,50,35,60,120,90,300,0,0,0,0,2,16,726,128350,3,40,343,713,37,60,0,19,35000,6500,false,false
1335.001699998724,8,374970,250,30.69485679626977,106,12,0,0,0,5,34,43,12,13,14,23,9,50,35,60,120,90,300,0,0,0,0,0,16,742,132150,0,40,346,720,37,61,0,19,37500,7500,false,false
1350.0011999987796,8,378120,250,210.85323412852068,125,0,0,0,0,5,35,43,12,13,14,24,9,50,35,60,120,90,300,0,0,0,0,0,16,750,133250,0,40,346,725,39,61,0,19,37500,8000,false,false
1365.000699998836,8,383920,250,113.05945764190469,160,25,0,0,0,5,36,44,12,13,14,25,9,50,35,60,120,90,300,0,0,0,0,1,16,763,135850,0,40,346,725,40,62,0,19,40000,8500,false,false
1380.000299998891,8,393795,250,159.49821381900094,145,40,0,0,0,5,36,45,12,13,14,26,9,50,35,60,120,90,300,0,0,0,0,2,16,780,140025,0,40,346,738,40,63,0,19,42500,9000,false,false
1395.0058999989462,8,399295,220,241.96286115761,91,0,25,0,0,4,36,45,12,14,14,26,9,50,35,60,120,90,330,0,0,0,0,16,16,780,140025,2,42,349,760,41,64,0,20,42500,9000,false,false
1410.0054999990057,8,409945,245,39.04382883604105,51,0,48,0,0,4,36,46,12,15,14,26,9,50,35,60,120,90,330,0,0,0,0,16,16,796,143825,3,43,349,791,41,64,0,20,42500,9000,false,false
1425.0048999990638,8,415895,250,95.37566672012726,30,29,80,0,0,4,36,47,12,16,14,26,9,50,35,60,120,90,330,0,0,0,0,6,16,812,147625,4,44,349,801,41,64,0,20,42500,9000,false,false
1440.004499999118,8,417520,250,94.94594740277152,24,23,72,0,0,4,36,47,12,16,14,26,9,50,35,60,120,90,330,0,0,0,0,0,16,819,148500,5,45,349,804,41,64,0,20,42500,9000,false,false
1455.0040999991786,8,419320,250,140.80018087406012,4,3,91,0,0,4,36,47,12,17,14,26,9,50,35,60,120,90,330,0,0,0,0,7,16,819,148500,0,46,349,810,43,64,0,20,42500,9000,false,false
1470.0035999992367,9,427395,250,106.6743155696063,0,30,117,0,0,4,36,48,12,18,14,26,9,50,35,60,120,90,330,0,0,0,0,3,18,837,153225,0,46,350,813,43,64,0,20,45000,9000,false,false
1485.003199999295,9,428015,250,141.39348775588613,0,21,102,6.3941999999999934,0,4,36,48,12,18,15,26,9,50,35,60,120,90,330,0,0,0,0,18,18,837,153225,0,46,356,813,44,64,0,20,45000,9000,false,false
1500.0026999993509,9,435990,250,208.81582881244003,15,0,75,0,0,4,37,48,12,18,15,26,9,50,35,60,120,90,330,0,0,0,0,16,18,857,157100,3,49,380,813,44,64,0,20,47500,9000,false,false
1515.0021999994062,9,448530,250,96.72122840875012,24,0,37,0,3,4,38,48,12,18,15,26,10,50,35,60,120,90,330,0,0,0,0,18,18,893,166550,0,49,389,813,44,66,0,20,50000,9000,false,false
1530.0017999994657,9,456955,250,99.84091305045266,0,0,13,6.606399999999956,0,5,38,48,12,18,16,27,10,50,35,60,120,90,330,0,0,0,0,18,18,911,171275,0,50,394,816,45,66,0,20,52500,9000,false,false
1545.0012999995222,9,457255,155,257.4561859278448,0,0,0,0,0,5,38,48,12,18,16,27,10,50,35,80,120,135,360,0,0,0,0,11,18,911,171275,13,63,397,816,45,68,0,23,52500,9000,false,false
1560.0007999995767,9,460750,180,76.43221053756282,22,30,0,0,0,5,39,49,12,18,16,27,10,50,35,80,120,135,360,0,0,0,0,4,18,925,174250,13,63,404,816,45,69,0,23,52500,9000,false,false
1575.0003999996327,9,464625,180,165.07075756152108,4,42,0,0,0,5,39,50,12,18,16,27,10,50,35,80,120,135,360,0,0,0,0,9,18,931,176125,13,63,407,819,46,70,0,23,52500,9000,false,false
1590.0059999996886,9,470495,190,92.03418997408909,0,11,0,0,0,5,39,50,12,18,16,27,10,50,35,80,120,135,360,0,0,0,15,0,18,936,176625,15,65,411,838,47,71,0,24,52500,9000,false,false
1605.0054999997483,9,477070,215,53.742337809524074,0,0,5,0,3,5,39,50,13,19,16,27,11,50,35,80,120,135,360,0,0,0,15,3,18,954,181350,0,67,414,845,47,72,0,24,52500,9000,false,false
1620.0050999998064,9,477490,215,127.49316213023792,0,0,0,0,2,5,39,50,13,19,16,27,11,50,35,80,120,135,360,0,0,0,15,18,18,954,181350,0,67,420,845,47,72,0,24,52500,9000,false,false
1635.0045999998645,9,483540,250,158.28199338639763,35,20,0,0,0,5,40,51,14,19,16,27,11,50,35,80,120,135,360,0,0,0,15,18,18,970,185150,1,68,421,855,47,73,0,24,52500,9000,false,false
1650.0040999999187,9,493865,250,176.01507218814288,4,0,40,0,3,5,40,51,14,20,16,27,12,50,35,80,120,135,360,0,0,0,15,0,18,988,189875,0,68,423,868,47,73,0,24,55000,9000,false,false
1665.0036999999738,9,496115,250,328.227555098388,0,0,17,0,0,5,40,51,14,20,16,27,12,50,35,80,120,135,360,0,0,0,15,14,18,988,189875,2,70,424,878,47,74,0,24,55000,9000,false,false
1680.00310000003,9,496365,250,65.31635069399489,0,0,3,0,0,5,40,51,14,20,16,27,12,50,35,80,120,135,360,0,0,0,15,13,18,988,189875,3,71,424,879,47,74,0,24,55000,9000,false,false
1695.0027000000862,9,496615,220,296.4778709471239,0,0,0,0,0,4,40,51,14,20,16,27,12,50,35,80,120,135,390,0,0,0,15,5,18,988,189875,3,71,424,880,47,75,0,25,55000,9000,false,false
1710.0023000001447,9,500165,245,232.16405076640063,0,16,0,0,0,4,40,52,14,20,16,27,12,50,35,80,120,135,390,0,0,0,15,18,18,988,189875,3,71,424,895,47,75,0,25,55000,9000,false,false
1725.0018000002065,9,509040,215,190.59793891872133,16,0,0,0,1,4,41,52,14,20,16,27,13,50,35,80,120,135,420,0,0,0,15,5,18,1006,194600,0,71,424,914,47,75,0,26,55000,9000,false,false
1740.0014000002645,9,511415,250,305.9633878853381,0,24,0,0,0,4,41,53,15,20,16,27,13,50,35,80,120,135,420,0,0,0,15,3,18,1008,194725,1,72,424,923,48,76,0,26,55000,9000,false,false
1755.0009000003263,9,515065,250,210.6650230575921,0,16,0,0.27300000000043706,0,4,41,53,15,20,17,27,13,50,35,80,120,135,420,0,0,0,15,6,18,1020,196975,0,73,424,930,48,76,0,26,55000,9000,false,false
1770.0004000003835,10,516385,250,213.41120399795835,0,0,0,0,1,4,41,53,15,20,17,27,14,50,35,80,120,135,420,0,0,0,15,17,20,1020,196975,0,73,429,933,49,76,0,26,55000,9000,false,false
1785.0060000004382,10,517755,180,354.0378833508015,0,0,0,0,1,4,41,53,15,20,17,27,14,100,35,100,120,135,420,0,0,0,15,0,20,1020,196975,0,73,436,936,50,77,0,28,55000,9000,false,false
1800.0056000004945,10,518675,130,84.70591763728362,17,0,0,0,1,4,42,53,15,20,17,27,14,150,35,100,120,135,420,0,0,0,15,20,20,1020,196975,0,73,442,938,50,77,0,29,55000,9000,false,false
1815.00510000055,10,525395,155,96.11611126267933,0,0,26,0,1,4,42,53,15,21,17,27,14,150,35,100,120,135,420,0,0,0,15,14,20,1040,202725,0,73,447,941,50,80,0,29,55000,9000,false,false
1830.0047000006084,10,528795,155,68.62070820889771,0,26,18,0,0,4,42,54,15,21,17,27,14,150,35,100,120,135,420,0,0,0,15,2,20,1052,204975,2,75,447,946,50,80,0,29,55000,9000,false,false
1845.004100000667,10,529955,155,128.57202261645193,20,6,0,0,0,4,43,54,15,21,17,27,14,150,35,100,120,135,420,0,0,0,15,20,20,1052,204975,2,75,461,947,50,80,0,29,55000,9000,false,false
1860.0037000007235,10,542055,175,334.0342232953576,0,0,0,0,0,4,43,55,15,21,17,28,14,150,35,100,120,135,450,0,0,0,15,4,20,1072,210725,2,75,464,974,51,82,0,30,55000,9000,false,false
1875.0032000007795,10,543195,180,153.64910796290323,0,0,0,0,0,4,43,55,16,21,17,28,14,150,35,120,120,135,450,0,0,0,15,1,20,1072,210725,5,78,478,975,51,84,0,31,55000,9000,false,false
